region,environment,basin,sub_basin,year,total_surveyed_area,vegetation,area,veg_percent_of_total_area,y_on_y_veg_area_change,y_on_y_veg_percent_change,standardised_score
Dry Tropics,Freshwater,Black,Paluma Lake,remnant_2011,1.21672,Remnant Vegetation,28,23.00576,0,0,80
Dry Tropics,Freshwater,Black,Paluma Lake,remnant_2013,1.21672,Remnant Vegetation,28,23.00576,0,0,80
Dry Tropics,Freshwater,Black,Paluma Lake,remnant_2015,1.21672,Remnant Vegetation,28,23.00576,0,0,80
Dry Tropics,Freshwater,Black,Paluma Lake,remnant_2017,1.21672,Remnant Vegetation,28,23.00576,0,0,80
Dry Tropics,Freshwater,Black,Paluma Lake,remnant_2019,1.21672,Remnant Vegetation,28,23.00576,0,0,80
Dry Tropics,Freshwater,Black,Paluma Lake,remnant_2021,1.21672,Remnant Vegetation,28,23.00576,0,0,80
Dry Tropics,Freshwater,Black,Paluma Lake,remnant_1997,1.21672,Water,92.9,76.34453,0,0,80
Dry Tropics,Freshwater,Black,Paluma Lake,remnant_1999,1.21672,Water,92.9,76.34453,0,0,80
Dry Tropics,Freshwater,Black,Paluma Lake,remnant_2000,1.21672,Water,92.9,76.34453,0,0,80
Dry Tropics,Freshwater,Black,Paluma Lake,remnant_2001,1.21672,Water,92.9,76.34453,0,0,80
Dry Tropics,Freshwater,Black,Paluma Lake,remnant_2003,1.21672,Water,92.9,76.34453,0,0,80
Dry Tropics,Freshwater,Black,Paluma Lake,remnant_2005,1.21672,Water,92.9,76.34453,0,0,80
Dry Tropics,Freshwater,Black,Paluma Lake,remnant_2006,1.21672,Water,92.9,76.34453,0,0,80
Dry Tropics,Freshwater,Black,Paluma Lake,remnant_2006b,1.21672,Water,92.9,76.34453,0,0,80
Dry Tropics,Freshwater,Black,Paluma Lake,remnant_2007,1.21672,Water,92.9,76.34453,0,0,80
Dry Tropics,Freshwater,Black,Paluma Lake,remnant_2009,1.21672,Water,92.9,76.34453,0,0,80
Dry Tropics,Freshwater,Black,Paluma Lake,remnant_2011,1.21672,Water,92.9,76.34453,0,0,80
Dry Tropics,Freshwater,Black,Paluma Lake,remnant_2013,1.21672,Water,92.9,76.34453,0,0,80
Dry Tropics,Freshwater,Black,Paluma Lake,remnant_2015,1.21672,Water,92.9,76.34453,0,0,80
Dry Tropics,Freshwater,Black,Paluma Lake,remnant_2017,1.21672,Water,92.9,76.34453,0,0,80
Dry Tropics,Freshwater,Black,Paluma Lake,remnant_2019,1.21672,Water,92.9,76.34453,0,0,80
Dry Tropics,Freshwater,Black,Paluma Lake,remnant_2021,1.21672,Water,92.9,76.34453,0,-0,80
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,pre_clear,400.28523,Non-Remnant Vegetation,0,0,0,0,80
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_1997,400.28524,Non-Remnant Vegetation,10070.2,25.15745,10070.2,100,99
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_1999,400.28523,Non-Remnant Vegetation,9985.2,24.94532,-84.9,-0.84,27
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2000,400.28523,Non-Remnant Vegetation,10034,25.0672,48.8,0.49,81
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2001,400.28523,Non-Remnant Vegetation,10060.4,25.13312,26.4,0.26,81
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2003,400.28523,Non-Remnant Vegetation,10077.8,25.17657,17.4,0.17,81
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2005,400.28523,Non-Remnant Vegetation,10083.1,25.18981,5.3,0.05,81
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2006,400.28523,Non-Remnant Vegetation,10083.1,25.18986,0,0,81
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2006b,400.28523,Non-Remnant Vegetation,10083.1,25.18986,0,0,80
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2007,400.28523,Non-Remnant Vegetation,10083.4,25.19047,0.2,0,81
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2009,400.28523,Non-Remnant Vegetation,10089.5,25.2059,6.2,0.06,81
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2011,400.28523,Non-Remnant Vegetation,10095.3,25.2203,5.8,0.06,81
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2013,400.28523,Non-Remnant Vegetation,10096.3,25.22274,1,0.01,81
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2015,400.28523,Non-Remnant Vegetation,10109.1,25.25487,12.9,0.13,81
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2017,400.28523,Non-Remnant Vegetation,10132.5,25.31309,23.3,0.23,81
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2019,400.28523,Non-Remnant Vegetation,10145.6,25.34597,13.2,0.13,81
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2021,400.28523,Non-Remnant Vegetation,10175.7,25.42101,30,0.3,81
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2021,400.28523,Plantation,4.3,0.0108,0,0,80
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,pre_clear,400.28523,Remnant Vegetation,40028.5,99.99993,0,0,80
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_1997,400.28524,Remnant Vegetation,29915.5,74.73544,-10113,-25.26,15
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_1999,400.28523,Remnant Vegetation,29692.4,74.17822,-223,-0.75,31
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2000,400.28523,Remnant Vegetation,29643.7,74.05634,-48.8,-0.16,58
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2001,400.28523,Remnant Vegetation,29611.3,73.9756,-32.3,-0.11,60
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2003,400.28523,Remnant Vegetation,29591.8,73.92675,-19.6,-0.07,67
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2005,400.28523,Remnant Vegetation,29586.5,73.91351,-5.3,-0.02,77
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2006,400.28523,Remnant Vegetation,29586.5,73.91346,0,-0,80
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2006b,400.28523,Remnant Vegetation,29586.5,73.91346,0,0,80
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2007,400.28523,Remnant Vegetation,29586.2,73.91285,-0.2,-0,80
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2009,400.28523,Remnant Vegetation,29580,73.89742,-6.2,-0.02,76
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2011,400.28523,Remnant Vegetation,29574.3,73.88303,-5.8,-0.02,77
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2013,400.28523,Remnant Vegetation,29572.2,73.87777,-2.1,-0.01,79
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2015,400.28523,Remnant Vegetation,29559.3,73.84564,-12.9,-0.04,72
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2017,400.28523,Remnant Vegetation,29530.2,73.77294,-29.1,-0.1,61
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2019,400.28523,Remnant Vegetation,29516.8,73.73947,-13.4,-0.05,71
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2021,400.28523,Remnant Vegetation,29481.2,73.65045,-35.6,-0.12,60
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,pre_clear,400.28523,Water,0,7e-5,0,0,80
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_1997,400.28524,Water,42.9,0.10711,42.8,100,99
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_1999,400.28523,Water,350.8,0.87646,308,100,99
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2000,400.28523,Water,350.8,0.87646,0,0,80
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2001,400.28523,Water,356.8,0.89128,5.9,1.69,81
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2003,400.28523,Water,358.9,0.89668,2.2,0.61,81
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2005,400.28523,Water,358.9,0.89668,0,0,80
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2006,400.28523,Water,358.9,0.89668,0,0,80
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2006b,400.28523,Water,358.9,0.89668,0,0,80
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2007,400.28523,Water,358.9,0.89668,0,0,80
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2009,400.28523,Water,358.9,0.89668,0,0,80
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2011,400.28523,Water,358.9,0.89668,0,0,80
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2013,400.28523,Water,360.1,0.89949,1.1,0.31,81
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2015,400.28523,Water,360.1,0.89949,0,0,80
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2017,400.28523,Water,365.8,0.91397,5.8,1.61,81
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2019,400.28523,Water,366.1,0.91456,0.2,0.06,81
Mackay Whitsunday Isaac,Freshwater,Pioneer,Pioneer,remnant_2021,400.28523,Water,367.4,0.91773,1.3,0.35,81
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,pre_clear,498.46409,Non-Remnant Vegetation,0,0,0,0,80
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_1997,498.46409,Non-Remnant Vegetation,21520.6,43.17372,21520.6,100,99
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_1999,498.46409,Non-Remnant Vegetation,21786.2,43.70665,265.6,1.23,81
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2000,498.46409,Non-Remnant Vegetation,21966.5,44.06845,180.3,0.83,81
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2001,498.46409,Non-Remnant Vegetation,22031.3,44.19835,64.7,0.29,81
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2003,498.46409,Non-Remnant Vegetation,22125.9,44.38817,94.6,0.43,81
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2005,498.46409,Non-Remnant Vegetation,22183.1,44.50296,57.2,0.26,81
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2006,498.46409,Non-Remnant Vegetation,22211.6,44.56015,28.5,0.13,81
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2006b,498.46409,Non-Remnant Vegetation,22211.6,44.56015,0,0,80
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2007,498.46409,Non-Remnant Vegetation,22296,44.72936,84.3,0.38,81
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2009,498.46409,Non-Remnant Vegetation,22307.2,44.7518,11.2,0.05,81
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2011,498.46409,Non-Remnant Vegetation,22323.5,44.78452,16.3,0.07,81
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2013,498.46409,Non-Remnant Vegetation,22338.6,44.81478,15.1,0.07,81
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2015,498.46409,Non-Remnant Vegetation,22388.2,44.91444,49.7,0.22,81
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2017,498.46409,Non-Remnant Vegetation,22448.9,45.03607,60.6,0.27,81
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2019,498.46409,Non-Remnant Vegetation,22485,45.10856,36.1,0.16,81
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2021,498.46409,Non-Remnant Vegetation,22232.5,44.60205,-252.5,-1.12,20
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2021,498.46409,Plantation,0.2,3.7e-4,0,0,80
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,pre_clear,498.46409,Remnant Vegetation,49828.4,99.96386,0,0,80
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_1997,498.46409,Remnant Vegetation,28085.2,56.34355,-21743.2,-43.64,11
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_1999,498.46409,Remnant Vegetation,27819.6,55.81062,-265.6,-0.95,23
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2000,498.46409,Remnant Vegetation,27639.2,55.44882,-180.3,-0.65,35
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2001,498.46409,Remnant Vegetation,27574.5,55.31893,-64.7,-0.23,54
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2003,498.46409,Remnant Vegetation,27478.2,55.1258,-96.3,-0.35,48
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2005,498.46409,Remnant Vegetation,27419.3,55.00752,-59,-0.21,55
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2006,498.46409,Remnant Vegetation,27390.8,54.95033,-28.5,-0.1,61
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2006b,498.46409,Remnant Vegetation,27390.8,54.95033,0,-0,80
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2007,498.46409,Remnant Vegetation,27304.1,54.77644,-86.7,-0.32,50
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2009,498.46409,Remnant Vegetation,27281.4,54.73086,-22.7,-0.08,64
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2011,498.46409,Remnant Vegetation,27264.1,54.69612,-17.3,-0.06,68
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2013,498.46409,Remnant Vegetation,27247.4,54.66275,-16.6,-0.06,68
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2015,498.46409,Remnant Vegetation,27197.6,54.56279,-49.8,-0.18,57
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2017,498.46409,Remnant Vegetation,27136.6,54.44041,-61,-0.22,55
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2019,498.46409,Remnant Vegetation,27100.4,54.36781,-36.2,-0.13,59
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2021,498.46409,Remnant Vegetation,27352.7,54.87395,252.3,0.93,81
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,pre_clear,498.46409,Water,18,0.03614,0,0,80
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_1997,498.46409,Water,240.6,0.48273,222.6,100,99
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_1999,498.46409,Water,240.6,0.48273,0,0,80
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2000,498.46409,Water,240.6,0.48273,0,-0,80
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2001,498.46409,Water,240.6,0.48273,0,0,80
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2003,498.46409,Water,242.3,0.48603,1.6,0.68,81
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2005,498.46409,Water,244,0.48952,1.7,0.72,81
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2006,498.46409,Water,244,0.48952,0,-0,80
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2006b,498.46409,Water,244,0.48952,0,0,80
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2007,498.46409,Water,246.3,0.49421,2.3,0.96,81
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2009,498.46409,Water,257.9,0.51734,11.5,4.68,81
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2011,498.46409,Water,258.9,0.51936,1,0.39,81
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2013,498.46409,Water,260.4,0.52247,1.5,0.6,81
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2015,498.46409,Water,260.6,0.52276,0.1,0.06,81
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2017,498.46409,Water,261,0.52353,0.4,0.15,81
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2019,498.46409,Water,261,0.52363,0,0.02,81
Mackay Whitsunday Isaac,Freshwater,Plane,Plane,remnant_2021,498.46409,Water,261,0.52362,0,-0,80
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,pre_clear,557.7243,Non-Remnant Vegetation,0,0,0,0,80
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_1997,557.72429,Non-Remnant Vegetation,14041.9,25.17706,14041.9,100,99
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_1999,557.72429,Non-Remnant Vegetation,14176.1,25.41771,134.2,0.96,81
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2000,557.72429,Non-Remnant Vegetation,14321.6,25.67856,145.5,1.03,81
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2001,557.72429,Non-Remnant Vegetation,14399.2,25.81773,77.6,0.54,81
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2003,557.72429,Non-Remnant Vegetation,14425.5,25.8649,26.3,0.18,81
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2005,557.72429,Non-Remnant Vegetation,14520.9,26.03603,95.4,0.66,81
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2006,557.72429,Non-Remnant Vegetation,14581.8,26.14514,60.9,0.42,81
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2006b,557.72429,Non-Remnant Vegetation,14581.8,26.14514,0,0,80
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2007,557.72429,Non-Remnant Vegetation,14643,26.25498,61.3,0.42,81
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2009,557.72429,Non-Remnant Vegetation,14696,26.35002,53,0.36,81
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2011,557.72429,Non-Remnant Vegetation,14710.8,26.37642,14.7,0.1,81
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2013,557.72429,Non-Remnant Vegetation,14834.8,26.59888,124.1,0.84,81
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2015,557.72429,Non-Remnant Vegetation,14933.2,26.77516,98.3,0.66,81
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2017,557.72429,Non-Remnant Vegetation,15026.4,26.94239,93.3,0.62,81
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2019,557.72429,Non-Remnant Vegetation,15045.6,26.97675,19.2,0.13,81
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2021,557.72429,Non-Remnant Vegetation,14996.1,26.88803,-49.5,-0.33,49
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,pre_clear,557.7243,Remnant Vegetation,55468.4,99.45484,0,0,80
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_1997,557.72429,Remnant Vegetation,40285.1,72.23112,-15183.3,-27.37,15
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_1999,557.72429,Remnant Vegetation,40103.8,71.90618,-181.2,-0.45,43
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2000,557.72429,Remnant Vegetation,39958.3,71.64532,-145.5,-0.36,48
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2001,557.72429,Remnant Vegetation,39881,71.50661,-77.4,-0.19,56
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2003,557.72429,Remnant Vegetation,39854.7,71.45944,-26.3,-0.07,67
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2005,557.72429,Remnant Vegetation,39727.9,71.23221,-126.7,-0.32,50
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2006,557.72429,Remnant Vegetation,39667.1,71.1231,-60.9,-0.15,58
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2006b,557.72429,Remnant Vegetation,39667.1,71.1231,0,0,80
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2007,557.72429,Remnant Vegetation,39585.6,70.97709,-81.4,-0.21,56
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2009,557.72429,Remnant Vegetation,39524.6,70.86758,-61.1,-0.15,58
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2011,557.72429,Remnant Vegetation,39509.8,70.84118,-14.7,-0.04,73
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2013,557.72429,Remnant Vegetation,39377,70.60294,-132.9,-0.34,49
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2015,557.72429,Remnant Vegetation,39278.3,70.42601,-98.7,-0.25,53
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2017,557.72429,Remnant Vegetation,39184.4,70.2576,-93.9,-0.24,54
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2019,557.72429,Remnant Vegetation,39165.2,70.22323,-19.2,-0.05,71
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2021,557.72429,Remnant Vegetation,39214.7,70.31194,49.5,0.13,81
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,pre_clear,557.7243,Water,304,0.54516,0,0,80
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_1997,557.72429,Water,1445.5,2.59182,1141.5,100,99
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_1999,557.72429,Water,1492.5,2.67611,47,3.25,81
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2000,557.72429,Water,1492.5,2.67611,0,-0,80
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2001,557.72429,Water,1492.3,2.67566,-0.3,-0.02,77
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2003,557.72429,Water,1492.3,2.67566,0,0,80
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2005,557.72429,Water,1523.6,2.73176,31.3,2.1,81
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2006,557.72429,Water,1523.6,2.73176,0,0,80
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2006b,557.72429,Water,1523.6,2.73176,0,0,80
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2007,557.72429,Water,1543.7,2.76793,20.2,1.32,81
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2009,557.72429,Water,1551.8,2.7824,8.1,0.52,81
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2011,557.72429,Water,1551.8,2.7824,0,0,80
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2013,557.72429,Water,1560.6,2.79818,8.8,0.57,81
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2015,557.72429,Water,1561,2.79883,0.4,0.02,81
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2017,557.72429,Water,1561.6,2.80001,0.7,0.04,81
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2019,557.72429,Water,1561.6,2.80001,0,0,80
Mackay Whitsunday Isaac,Freshwater,Proserpine,Proserpine,remnant_2021,557.72429,Water,1561.6,2.80004,0,0,81
Dry Tropics,Freshwater,Black,Rollingstone Creek,pre_clear,58.21383,Non-Remnant Vegetation,0,0,0,0,80
Dry Tropics,Freshwater,Black,Rollingstone Creek,remnant_1997,58.21383,Non-Remnant Vegetation,351.3,6.03486,351.3,100,99
Dry Tropics,Freshwater,Black,Rollingstone Creek,remnant_1999,58.21383,Non-Remnant Vegetation,359.1,6.16907,7.8,2.22,81
Dry Tropics,Freshwater,Black,Rollingstone Creek,remnant_2000,58.21383,Non-Remnant Vegetation,359.5,6.17501,0.3,0.1,81
Dry Tropics,Freshwater,Black,Rollingstone Creek,remnant_2001,58.21383,Non-Remnant Vegetation,360.9,6.19904,1.4,0.39,81
Dry Tropics,Freshwater,Black,Rollingstone Creek,remnant_2003,58.21383,Non-Remnant Vegetation,365.6,6.28068,4.8,1.32,81
Dry Tropics,Freshwater,Black,Rollingstone Creek,remnant_2005,58.21383,Non-Remnant Vegetation,375.3,6.44763,9.7,2.66,81
Dry Tropics,Freshwater,Black,Rollingstone Creek,remnant_2006,58.21383,Non-Remnant Vegetation,379.8,6.52365,4.4,1.18,81
Dry Tropics,Freshwater,Black,Rollingstone Creek,remnant_2006b,58.21383,Non-Remnant Vegetation,379.8,6.52365,0,0,80
Dry Tropics,Freshwater,Black,Rollingstone Creek,remnant_2007,58.21383,Non-Remnant Vegetation,387.5,6.65637,7.7,2.03,81
Dry Tropics,Freshwater,Black,Rollingstone Creek,remnant_2009,58.21383,Non-Remnant Vegetation,387.5,6.65637,0,0,80
Dry Tropics,Freshwater,Black,Rollingstone Creek,remnant_2011,58.21383,Non-Remnant Vegetation,388.8,6.67906,1.3,0.34,81
Dry Tropics,Freshwater,Black,Rollingstone Creek,remnant_2013,58.21383,Non-Remnant Vegetation,391,6.71669,2.2,0.56,81
Dry Tropics,Freshwater,Black,Rollingstone Creek,remnant_2015,58.21383,Non-Remnant Vegetation,392.8,6.74778,1.8,0.46,81
Dry Tropics,Freshwater,Black,Rollingstone Creek,remnant_2017,58.21383,Non-Remnant Vegetation,393.4,6.75861,0.6,0.16,81
Dry Tropics,Freshwater,Black,Rollingstone Creek,remnant_2019,58.21383,Non-Remnant Vegetation,419.8,7.2116,26.4,6.7,82
Dry Tropics,Freshwater,Black,Rollingstone Creek,remnant_2021,58.21383,Non-Remnant Vegetation,399.4,6.86164,-20.4,-4.85,20
Dry Tropics,Freshwater,Black,Rollingstone Creek,remnant_1997,58.21383,Plantation,0,1.2e-4,0,0,80
Dry Tropics,Freshwater,Black,Rollingstone Creek,remnant_1999,58.21383,Plantation,0,1.2e-4,0,0,80
Dry Tropics,Freshwater,Black,Rollingstone Creek,remnant_2000,58.21383,Plantation,0,1.2e-4,0,0,80
Dry Tropics,Freshwater,Black,Rollingstone Creek,remnant_2001,58.21383,Plantation,0,1.2e-4,0,0,80
Dry Tropics,Freshwater,Black,Rollingstone Creek,remnant_2003,58.21383,Plantation,0,1.2e-4,0,0,80
Dry Tropics,Freshwater,Black,Rollingstone Creek,remnant_2005,58.21383,Plantation,0,1.2e-4,0,0,80
Dry Tropics,Freshwater,Black,Rollingstone Creek,remnant_2006,58.21383,Plantation,0,1.2e-4,0,0,80
Dry Tropics,Freshwater,Black,Rollingstone Creek,remnant_2006b,58.21383,Plantation,0,1.2e-4,0,0,80
